,Date,Volatility,PeriodStart,PeriodEnd,DataPointsUsed
1075,1994-03-31,0.011330534252,1994-03-31,1994-04-08,6
1076,1994-04-04,0.0115183783835,1994-04-04,1994-04-11,6
1077,1994-04-05,0.00952985176676,1994-04-05,1994-04-12,6
1078,1994-04-06,0.00544545316522,1994-04-06,1994-04-13,6
1079,1994-04-07,0.00545976105406,1994-04-07,1994-04-14,6
1080,1994-04-08,0.00456294354137,1994-04-08,1994-04-15,6
1081,1994-04-11,0.00459512298738,1994-04-11,1994-04-18,6
1082,1994-04-12,0.00318125026716,1994-04-12,1994-04-19,6
1083,1994-04-13,0.0030467753276,1994-04-13,1994-04-20,6
1084,1994-04-14,0.00712810653435,1994-04-14,1994-04-21,6
1085,1994-04-15,0.00723833091665,1994-04-15,1994-04-22,6
1086,1994-04-18,0.00825877865381,1994-04-18,1994-04-25,6
1087,1994-04-19,0.00707587536262,1994-04-19,1994-04-26,6
1088,1994-04-20,0.00789044375169,1994-04-20,1994-04-28,6
1089,1994-04-21,0.00771122601482,1994-04-21,1994-04-29,6
1090,1994-04-22,0.00573590777345,1994-04-22,1994-05-02,6
1091,1994-04-25,0.0055183553863,1994-04-25,1994-05-03,6
1092,1994-04-26,0.00380007997327,1994-04-26,1994-05-04,6
1093,1994-04-28,0.00374933219372,1994-04-28,1994-05-05,6
1094,1994-04-29,0.00424806231406,1994-04-29,1994-05-06,6
1095,1994-05-02,0.00551083713522,1994-05-02,1994-05-09,6
1096,1994-05-03,0.00643740163357,1994-05-03,1994-05-10,6
1097,1994-05-04,0.00686103437692,1994-05-04,1994-05-11,6
1098,1994-05-05,0.00772462823778,1994-05-05,1994-05-12,6
1099,1994-05-06,0.00784857095133,1994-05-06,1994-05-13,6
1100,1994-05-09,0.00754376926588,1994-05-09,1994-05-16,6
1101,1994-05-10,0.00679190766108,1994-05-10,1994-05-17,6
1102,1994-05-11,0.00698993016196,1994-05-11,1994-05-18,6
1103,1994-05-12,0.00383431825275,1994-05-12,1994-05-19,6
1104,1994-05-13,0.00512451196213,1994-05-13,1994-05-20,6
1105,1994-05-16,0.00588827119908,1994-05-16,1994-05-23,6
1106,1994-05-17,0.00577289557832,1994-05-17,1994-05-24,6
1107,1994-05-18,0.00482056432095,1994-05-18,1994-05-25,6
1108,1994-05-19,0.00366548619169,1994-05-19,1994-05-26,6
1109,1994-05-20,0.00293572179483,1994-05-20,1994-05-27,6
1110,1994-05-23,0.00263899983049,1994-05-23,1994-05-31,6
1111,1994-05-24,0.00181540205765,1994-05-24,1994-06-01,6
1112,1994-05-25,0.00166302392776,1994-05-25,1994-06-02,6
1113,1994-05-26,0.00223152005123,1994-05-26,1994-06-03,6
1114,1994-05-27,0.00269915705773,1994-05-27,1994-06-06,6
1115,1994-05-31,0.00281556352994,1994-05-31,1994-06-07,6
1116,1994-06-01,0.00291656079136,1994-06-01,1994-06-08,6
1117,1994-06-02,0.00283414277515,1994-06-02,1994-06-09,6
1118,1994-06-03,0.00290185882075,1994-06-03,1994-06-10,6
1119,1994-06-06,0.0019172301032,1994-06-06,1994-06-13,6
1120,1994-06-07,0.00307092294019,1994-06-07,1994-06-14,6
1121,1994-06-08,0.00351609364919,1994-06-08,1994-06-15,6
1122,1994-06-09,0.00321151413551,1994-06-09,1994-06-16,6
1123,1994-06-10,0.00472696923346,1994-06-10,1994-06-17,6
1124,1994-06-13,0.00524775155342,1994-06-13,1994-06-20,6
1125,1994-06-14,0.00587516858694,1994-06-14,1994-06-21,6
1126,1994-06-15,0.00499013966578,1994-06-15,1994-06-22,6
1127,1994-06-16,0.00524178442325,1994-06-16,1994-06-23,6
1128,1994-06-17,0.00559515150285,1994-06-17,1994-06-24,6
1129,1994-06-20,0.0084945577595,1994-06-20,1994-06-27,6
1130,1994-06-21,0.00843008968212,1994-06-21,1994-06-28,6
1131,1994-06-22,0.00834087064789,1994-06-22,1994-06-29,6
1132,1994-06-23,0.00824548182295,1994-06-23,1994-06-30,6
1133,1994-06-24,0.00838859475363,1994-06-24,1994-07-01,6
1134,1994-06-27,0.00562635272854,1994-06-27,1994-07-05,6
1135,1994-06-28,0.00398593968969,1994-06-28,1994-07-06,6
1136,1994-06-29,0.00424575935355,1994-06-29,1994-07-07,6
1137,1994-06-30,0.00416242253878,1994-06-30,1994-07-08,6
1138,1994-07-01,0.002876225109,1994-07-01,1994-07-11,6
1139,1994-07-05,0.00259390848576,1994-07-05,1994-07-12,6
1140,1994-07-06,0.00260781457016,1994-07-06,1994-07-13,6
1141,1994-07-07,0.00429971823899,1994-07-07,1994-07-14,6
1142,1994-07-08,0.00417464655167,1994-07-08,1994-07-15,6
1143,1994-07-11,0.00417167881798,1994-07-11,1994-07-18,6
1144,1994-07-12,0.00409813167326,1994-07-12,1994-07-19,6
1145,1994-07-13,0.00487687396604,1994-07-13,1994-07-20,6
1146,1994-07-14,0.00488982035415,1994-07-14,1994-07-21,6
1147,1994-07-15,0.00281049245094,1994-07-15,1994-07-22,6
1148,1994-07-18,0.00289249016667,1994-07-18,1994-07-25,6
1149,1994-07-19,0.00283031180992,1994-07-19,1994-07-26,6
1150,1994-07-20,0.00269639189404,1994-07-20,1994-07-27,6
1151,1994-07-21,0.00213765171485,1994-07-21,1994-07-28,6
1152,1994-07-22,0.00365633653252,1994-07-22,1994-07-29,6
1153,1994-07-25,0.00388165549151,1994-07-25,1994-08-01,6
1154,1994-07-26,0.00414597338852,1994-07-26,1994-08-02,6
1155,1994-07-27,0.00372015305958,1994-07-27,1994-08-03,6
1156,1994-07-28,0.00496857226144,1994-07-28,1994-08-04,6
1157,1994-07-29,0.00519753139129,1994-07-29,1994-08-05,6
1158,1994-08-01,0.00394972615248,1994-08-01,1994-08-08,6
1159,1994-08-02,0.00290605524711,1994-08-02,1994-08-09,6
1160,1994-08-03,0.00371632315905,1994-08-03,1994-08-10,6
1161,1994-08-04,0.00375203345352,1994-08-04,1994-08-11,6
1162,1994-08-05,0.00366021247524,1994-08-05,1994-08-12,6
1163,1994-08-08,0.00347363961114,1994-08-08,1994-08-15,6
1164,1994-08-09,0.00429759580582,1994-08-09,1994-08-16,6
1165,1994-08-10,0.00429153026934,1994-08-10,1994-08-17,6
1166,1994-08-11,0.00474565845447,1994-08-11,1994-08-18,6
1167,1994-08-12,0.00438452975438,1994-08-12,1994-08-19,6
1168,1994-08-15,0.00399664588777,1994-08-15,1994-08-22,6
1169,1994-08-16,0.00421084987263,1994-08-16,1994-08-23,6
1170,1994-08-17,0.00464887518552,1994-08-17,1994-08-24,6
1171,1994-08-18,0.00482313269735,1994-08-18,1994-08-25,6
1172,1994-08-19,0.00567435598532,1994-08-19,1994-08-26,6
1173,1994-08-22,0.00563220381504,1994-08-22,1994-08-29,6
1174,1994-08-23,0.00484825619416,1994-08-23,1994-08-30,6
1175,1994-08-24,0.00535446356205,1994-08-24,1994-08-31,6
1176,1994-08-25,0.00545641615195,1994-08-25,1994-09-01,6
1177,1994-08-26,0.00580581774885,1994-08-26,1994-09-02,6
1178,1994-08-29,0.00314098866514,1994-08-29,1994-09-06,6
1179,1994-08-30,0.00299341632579,1994-08-30,1994-09-07,6
1180,1994-08-31,0.00338980816328,1994-08-31,1994-09-08,6
1181,1994-09-01,0.00489398684925,1994-09-01,1994-09-09,6
1182,1994-09-02,0.00484729295576,1994-09-02,1994-09-12,6
1183,1994-09-06,0.00505422900768,1994-09-06,1994-09-13,6
1184,1994-09-07,0.0051487251875,1994-09-07,1994-09-14,6
1185,1994-09-08,0.00725943877892,1994-09-08,1994-09-15,6
1186,1994-09-09,0.00775677602369,1994-09-09,1994-09-16,6
1187,1994-09-12,0.00645292464538,1994-09-12,1994-09-19,6
1188,1994-09-13,0.00897029468089,1994-09-13,1994-09-20,6
1189,1994-09-14,0.0088665499617,1994-09-14,1994-09-21,6
1190,1994-09-15,0.00865899639596,1994-09-15,1994-09-22,6
1191,1994-09-16,0.00526255544484,1994-09-16,1994-09-23,6
1192,1994-09-19,0.00587249001531,1994-09-19,1994-09-26,6
1193,1994-09-20,0.00628312728061,1994-09-20,1994-09-27,6
1194,1994-09-21,0.00358881046942,1994-09-21,1994-09-28,6
1195,1994-09-22,0.00391053112873,1994-09-22,1994-09-29,6
1196,1994-09-23,0.00390406515804,1994-09-23,1994-09-30,6
1197,1994-09-26,0.00369390176918,1994-09-26,1994-10-03,6
1198,1994-09-27,0.00694532252296,1994-09-27,1994-10-04,6
1199,1994-09-28,0.00659280347718,1994-09-28,1994-10-05,6
1200,1994-09-29,0.00528135151671,1994-09-29,1994-10-06,6
1201,1994-09-30,0.00652189050782,1994-09-30,1994-10-07,6
1202,1994-10-03,0.00772830485872,1994-10-03,1994-10-10,6
1203,1994-10-04,0.00972541609984,1994-10-04,1994-10-11,6
1204,1994-10-05,0.00639197921635,1994-10-05,1994-10-12,6
1205,1994-10-06,0.00573624188671,1994-10-06,1994-10-13,6
1206,1994-10-07,0.00480588604577,1994-10-07,1994-10-14,6
1207,1994-10-10,0.00536066016537,1994-10-10,1994-10-17,6
1208,1994-10-11,0.00576577367925,1994-10-11,1994-10-18,6
1209,1994-10-12,0.00306108505849,1994-10-12,1994-10-19,6
1210,1994-10-13,0.00456597093216,1994-10-13,1994-10-20,6
1211,1994-10-14,0.00431300016955,1994-10-14,1994-10-21,6
1212,1994-10-17,0.00472202627797,1994-10-17,1994-10-24,6
1213,1994-10-18,0.00493810754942,1994-10-18,1994-10-25,6
1214,1994-10-19,0.00526659019203,1994-10-19,1994-10-26,6
1215,1994-10-20,0.00558409610174,1994-10-20,1994-10-27,6
1216,1994-10-21,0.00813882489556,1994-10-21,1994-10-28,6
1217,1994-10-24,0.00802969666847,1994-10-24,1994-10-31,6
1218,1994-10-25,0.00788910406973,1994-10-25,1994-11-01,6
1219,1994-10-26,0.00829910749011,1994-10-26,1994-11-02,6
1220,1994-10-27,0.00831004000504,1994-10-27,1994-11-03,6
1221,1994-10-28,0.00938877878206,1994-10-28,1994-11-04,6
1222,1994-10-31,0.00524722016854,1994-10-31,1994-11-07,6
1223,1994-11-01,0.00631605796859,1994-11-01,1994-11-08,6
1224,1994-11-02,0.00576819069229,1994-11-02,1994-11-09,6
1225,1994-11-03,0.00564967755198,1994-11-03,1994-11-10,6
1226,1994-11-04,0.00546052559575,1994-11-04,1994-11-11,6
1227,1994-11-07,0.00414656727699,1994-11-07,1994-11-14,6
1228,1994-11-08,0.00434533028039,1994-11-08,1994-11-15,6
1229,1994-11-09,0.00381459243806,1994-11-09,1994-11-16,6
1230,1994-11-10,0.00419508455738,1994-11-10,1994-11-17,6
1231,1994-11-11,0.00443014061463,1994-11-11,1994-11-18,6
1232,1994-11-14,0.00495265585394,1994-11-14,1994-11-21,6
1233,1994-11-15,0.00572516596802,1994-11-15,1994-11-22,6
1234,1994-11-16,0.00597667362219,1994-11-16,1994-11-23,6
1235,1994-11-17,0.00684622633321,1994-11-17,1994-11-25,6
1236,1994-11-18,0.00762527794813,1994-11-18,1994-11-28,6
1237,1994-11-21,0.00783947053336,1994-11-21,1994-11-29,6
1238,1994-11-22,0.00753437129023,1994-11-22,1994-11-30,6
1239,1994-11-23,0.00521629417648,1994-11-23,1994-12-01,6
1240,1994-11-25,0.00644297043998,1994-11-25,1994-12-02,6
1241,1994-11-28,0.00620177754174,1994-11-28,1994-12-05,6
1242,1994-11-29,0.00596880128962,1994-11-29,1994-12-06,6
1243,1994-11-30,0.00600178430432,1994-11-30,1994-12-07,6
1244,1994-12-01,0.00739673862283,1994-12-01,1994-12-08,6
1245,1994-12-02,0.00689502547063,1994-12-02,1994-12-09,6
1246,1994-12-05,0.00596237542947,1994-12-05,1994-12-12,6
1247,1994-12-06,0.00603741909632,1994-12-06,1994-12-13,6
1248,1994-12-07,0.00755888728776,1994-12-07,1994-12-14,6
1249,1994-12-08,0.00724431016714,1994-12-08,1994-12-15,6
1250,1994-12-09,0.00354252681178,1994-12-09,1994-12-16,6
1251,1994-12-12,0.00438117686538,1994-12-12,1994-12-19,6
1252,1994-12-13,0.00485284382694,1994-12-13,1994-12-20,6
1253,1994-12-14,0.00487822636731,1994-12-14,1994-12-21,6
1254,1994-12-15,0.00359497995115,1994-12-15,1994-12-22,6
1255,1994-12-16,0.00361995773226,1994-12-16,1994-12-23,6
1256,1994-12-19,0.00313094025177,1994-12-19,1994-12-27,6
1257,1994-12-20,0.00343405982723,1994-12-20,1994-12-28,6
1258,1994-12-21,0.00316764972944,1994-12-21,1994-12-29,6
1259,1994-12-22,0.00320928417121,1994-12-22,1994-12-30,6
1260,1994-12-23,0.00320668850137,1994-12-23,1995-01-03,6
1261,1994-12-27,0.00349193676156,1994-12-27,1995-01-04,6
1262,1994-12-28,0.00252788381719,1994-12-28,1995-01-05,6
1263,1994-12-29,0.00224533957088,1994-12-29,1995-01-06,6
1264,1994-12-30,0.00223732142906,1994-12-30,1995-01-09,6
1265,1995-01-03,0.00139847624904,1995-01-03,1995-01-10,6
1266,1995-01-04,0.00137774085279,1995-01-04,1995-01-11,6
1267,1995-01-05,0.000773177436715,1995-01-05,1995-01-12,6
1268,1995-01-06,0.00334856619588,1995-01-06,1995-01-13,6
1269,1995-01-09,0.00379194551571,1995-01-09,1995-01-16,6
1270,1995-01-10,0.00368023869843,1995-01-10,1995-01-17,6
1271,1995-01-11,0.00395546100389,1995-01-11,1995-01-18,6
1272,1995-01-12,0.00511220418319,1995-01-12,1995-01-19,6
1273,1995-01-13,0.00566607315747,1995-01-13,1995-01-20,6
1274,1995-01-16,0.00442494356438,1995-01-16,1995-01-23,6
1275,1995-01-17,0.00301629598849,1995-01-17,1995-01-24,6
1276,1995-01-18,0.00337437302311,1995-01-18,1995-01-25,6
1277,1995-01-19,0.00353581870833,1995-01-19,1995-01-26,6
1278,1995-01-20,0.00294653212053,1995-01-20,1995-01-27,6
1279,1995-01-23,0.00273239672157,1995-01-23,1995-01-30,6
1280,1995-01-24,0.00291303878679,1995-01-24,1995-01-31,6
1281,1995-01-25,0.00292674360653,1995-01-25,1995-02-01,6
1282,1995-01-26,0.00315571911051,1995-01-26,1995-02-02,6
1283,1995-01-27,0.00502941329237,1995-01-27,1995-02-03,6
1284,1995-01-30,0.00505848627473,1995-01-30,1995-02-06,6
1285,1995-01-31,0.00430280487211,1995-01-31,1995-02-07,6
1286,1995-02-01,0.00450640865619,1995-02-01,1995-02-08,6
1287,1995-02-02,0.00484649485195,1995-02-02,1995-02-09,6
1288,1995-02-03,0.00479528086659,1995-02-03,1995-02-10,6
1289,1995-02-06,0.00235421924441,1995-02-06,1995-02-13,6
1290,1995-02-07,0.00156103858322,1995-02-07,1995-02-14,6
1291,1995-02-08,0.00194068159116,1995-02-08,1995-02-15,6
1292,1995-02-09,0.00192776840522,1995-02-09,1995-02-16,6
1293,1995-02-10,0.0034159232812,1995-02-10,1995-02-17,6
1294,1995-02-13,0.0033348224536,1995-02-13,1995-02-21,6
1295,1995-02-14,0.00370738453276,1995-02-14,1995-02-22,6
1296,1995-02-15,0.00383217214755,1995-02-15,1995-02-23,6
1297,1995-02-16,0.00370272634153,1995-02-16,1995-02-24,6
1298,1995-02-17,0.00535382087769,1995-02-17,1995-02-27,6
1299,1995-02-21,0.00523366989307,1995-02-21,1995-02-28,6
1300,1995-02-22,0.00561696447671,1995-02-22,1995-03-01,6
1301,1995-02-23,0.00537154308417,1995-02-23,1995-03-02,6
1302,1995-02-24,0.00512316904712,1995-02-24,1995-03-03,6
1303,1995-02-27,0.00495867585678,1995-02-27,1995-03-06,6
1304,1995-02-28,0.00446207567609,1995-02-28,1995-03-07,6
1305,1995-03-01,0.0031217701495,1995-03-01,1995-03-08,6
1306,1995-03-02,0.00300153853849,1995-03-02,1995-03-09,6
1307,1995-03-03,0.00604267235911,1995-03-03,1995-03-10,6
1308,1995-03-06,0.00603442950819,1995-03-06,1995-03-13,6
1309,1995-03-07,0.0061902451409,1995-03-07,1995-03-14,6
1310,1995-03-08,0.00502592305164,1995-03-08,1995-03-15,6
1311,1995-03-09,0.00517118130556,1995-03-09,1995-03-16,6
1312,1995-03-10,0.00515258618643,1995-03-10,1995-03-17,6
1313,1995-03-13,0.0032251534114,1995-03-13,1995-03-20,6
1314,1995-03-14,0.00361896939479,1995-03-14,1995-03-21,6
1315,1995-03-15,0.00312371375153,1995-03-15,1995-03-22,6
1316,1995-03-16,0.00284702114763,1995-03-16,1995-03-23,6
1317,1995-03-17,0.00378267692065,1995-03-17,1995-03-24,6
1318,1995-03-20,0.00380934674633,1995-03-20,1995-03-27,6
1319,1995-03-21,0.00380086606892,1995-03-21,1995-03-28,6
1320,1995-03-22,0.00368310090305,1995-03-22,1995-03-29,6
1321,1995-03-23,0.0040485783674,1995-03-23,1995-03-30,6
1322,1995-03-24,0.0043858011488,1995-03-24,1995-03-31,6
1323,1995-03-27,0.00252784634712,1995-03-27,1995-04-03,6
1324,1995-03-28,0.00320301521505,1995-03-28,1995-04-04,6
1325,1995-03-29,0.0031896187225,1995-03-29,1995-04-05,6
1326,1995-03-30,0.00303366991582,1995-03-30,1995-04-06,6
1327,1995-03-31,0.00276554448557,1995-03-31,1995-04-07,6
1328,1995-04-03,0.00217015987462,1995-04-03,1995-04-10,6
1329,1995-04-04,0.00296169424206,1995-04-04,1995-04-11,6
1330,1995-04-05,0.00195149338857,1995-04-05,1995-04-12,6
1331,1995-04-06,0.00234678815287,1995-04-06,1995-04-13,6
1332,1995-04-07,0.00357408132546,1995-04-07,1995-04-17,6
1333,1995-04-10,0.00363349249213,1995-04-10,1995-04-18,6
1334,1995-04-11,0.00353244838591,1995-04-11,1995-04-19,6
1335,1995-04-12,0.00337830729887,1995-04-12,1995-04-20,6
1336,1995-04-13,0.00388677585248,1995-04-13,1995-04-21,6
1337,1995-04-17,0.0048938357898,1995-04-17,1995-04-24,6
1338,1995-04-18,0.0039871724422,1995-04-18,1995-04-25,6
1339,1995-04-19,0.00362083674298,1995-04-19,1995-04-26,6
1340,1995-04-20,0.0033556762513,1995-04-20,1995-04-27,6
1341,1995-04-21,0.00325500409621,1995-04-21,1995-04-28,6
1342,1995-04-24,0.00329017883264,1995-04-24,1995-05-01,6
1343,1995-04-25,0.00132434157151,1995-04-25,1995-05-02,6
1344,1995-04-26,0.00374856458325,1995-04-26,1995-05-03,6
1345,1995-04-27,0.00384644320422,1995-04-27,1995-05-04,6
1346,1995-04-28,0.00408955547304,1995-04-28,1995-05-05,6
1347,1995-05-01,0.00456660450974,1995-05-01,1995-05-08,6
1348,1995-05-02,0.00453782886788,1995-05-02,1995-05-09,6
1349,1995-05-03,0.00454044561142,1995-05-03,1995-05-10,6
1350,1995-05-04,0.00291636250078,1995-05-04,1995-05-11,6
1351,1995-05-05,0.00289976557872,1995-05-05,1995-05-12,6
1352,1995-05-08,0.00275205642842,1995-05-08,1995-05-15,6
1353,1995-05-09,0.00158597983102,1995-05-09,1995-05-16,6
1354,1995-05-10,0.00192403829453,1995-05-10,1995-05-17,6
1355,1995-05-11,0.00587666850782,1995-05-11,1995-05-18,6
1356,1995-05-12,0.00584916849013,1995-05-12,1995-05-19,6
1357,1995-05-15,0.00691967600534,1995-05-15,1995-05-22,6
1358,1995-05-16,0.00774350078732,1995-05-16,1995-05-23,6
1359,1995-05-17,0.00774078663088,1995-05-17,1995-05-24,6
1360,1995-05-18,0.00767022059008,1995-05-18,1995-05-25,6
1361,1995-05-19,0.00631347123516,1995-05-19,1995-05-26,6
1362,1995-05-22,0.00628260482102,1995-05-22,1995-05-30,6
1363,1995-05-23,0.00875469611065,1995-05-23,1995-05-31,6
1364,1995-05-24,0.00831723575745,1995-05-24,1995-06-01,6
1365,1995-05-25,0.00840521236173,1995-05-25,1995-06-02,6
1366,1995-05-26,0.00854946140644,1995-05-26,1995-06-05,6
1367,1995-05-30,0.00702757295689,1995-05-30,1995-06-06,6
1368,1995-05-31,0.00759715954009,1995-05-31,1995-06-07,6
1369,1995-06-01,0.00313617619701,1995-06-01,1995-06-08,6
1370,1995-06-02,0.0042862845497,1995-06-02,1995-06-09,6
1371,1995-06-05,0.0050725890644,1995-06-05,1995-06-12,6
1372,1995-06-06,0.0060123868027,1995-06-06,1995-06-13,6
1373,1995-06-07,0.0060151562156,1995-06-07,1995-06-14,6
1374,1995-06-08,0.00561523862524,1995-06-08,1995-06-15,6
1375,1995-06-09,0.00556160366843,1995-06-09,1995-06-16,6
1376,1995-06-12,0.00365021015601,1995-06-12,1995-06-19,6
1377,1995-06-13,0.00421054203957,1995-06-13,1995-06-20,6
1378,1995-06-14,0.00389961428661,1995-06-14,1995-06-21,6
1379,1995-06-15,0.00545154949023,1995-06-15,1995-06-22,6
1380,1995-06-16,0.00595518671188,1995-06-16,1995-06-23,6
1381,1995-06-19,0.00786613198558,1995-06-19,1995-06-26,6
1382,1995-06-20,0.00692843211173,1995-06-20,1995-06-27,6
1383,1995-06-21,0.00718647354565,1995-06-21,1995-06-28,6
1384,1995-06-22,0.00717646334719,1995-06-22,1995-06-29,6
1385,1995-06-23,0.00447195751859,1995-06-23,1995-06-30,6
1386,1995-06-26,0.00500815639358,1995-06-26,1995-07-03,6
1387,1995-06-27,0.00275584860194,1995-06-27,1995-07-05,6
1388,1995-06-28,0.00443620992621,1995-06-28,1995-07-06,6
1389,1995-06-29,0.00444279692205,1995-06-29,1995-07-07,6
1390,1995-06-30,0.00397449872443,1995-06-30,1995-07-10,6
1391,1995-07-03,0.0048821418256,1995-07-03,1995-07-11,6
1392,1995-07-05,0.00553731257337,1995-07-05,1995-07-12,6
1393,1995-07-06,0.00555080348608,1995-07-06,1995-07-13,6
1394,1995-07-07,0.00451557531199,1995-07-07,1995-07-14,6
1395,1995-07-10,0.00449526387626,1995-07-10,1995-07-17,6
1396,1995-07-11,0.0056228443442,1995-07-11,1995-07-18,6
1397,1995-07-12,0.00676720555261,1995-07-12,1995-07-19,6
1398,1995-07-13,0.00548122070696,1995-07-13,1995-07-20,6
1399,1995-07-14,0.00550030200464,1995-07-14,1995-07-21,6
1400,1995-07-17,0.00608959506566,1995-07-17,1995-07-24,6
1401,1995-07-18,0.00670458003198,1995-07-18,1995-07-25,6
1402,1995-07-19,0.00581685284324,1995-07-19,1995-07-26,6
1403,1995-07-20,0.00276123637587,1995-07-20,1995-07-27,6
1404,1995-07-21,0.00414767161567,1995-07-21,1995-07-28,6
1405,1995-07-24,0.00440552509144,1995-07-24,1995-07-31,6
1406,1995-07-25,0.0048130990912,1995-07-25,1995-08-01,6
1407,1995-07-26,0.00362817615985,1995-07-26,1995-08-02,6
1408,1995-07-27,0.00357407970487,1995-07-27,1995-08-03,6
1409,1995-07-28,0.00177886572677,1995-07-28,1995-08-04,6
1410,1995-07-31,0.00194437416542,1995-07-31,1995-08-07,6
1411,1995-08-01,0.00198610270478,1995-08-01,1995-08-08,6
1412,1995-08-02,0.00115921306561,1995-08-02,1995-08-09,6
1413,1995-08-03,0.00187750890501,1995-08-03,1995-08-10,6
1414,1995-08-04,0.00233284730394,1995-08-04,1995-08-11,6
1415,1995-08-07,0.00425859155328,1995-08-07,1995-08-14,6
1416,1995-08-08,0.00425555060482,1995-08-08,1995-08-15,6
1417,1995-08-09,0.00438815750455,1995-08-09,1995-08-16,6
1418,1995-08-10,0.00440992824044,1995-08-10,1995-08-17,6
1419,1995-08-11,0.00406161805256,1995-08-11,1995-08-18,6
1420,1995-08-14,0.00369726597377,1995-08-14,1995-08-21,6
1421,1995-08-15,0.00198871028412,1995-08-15,1995-08-22,6
1422,1995-08-16,0.00246303955914,1995-08-16,1995-08-23,6
1423,1995-08-17,0.0021674404817,1995-08-17,1995-08-24,6
1424,1995-08-18,0.00290347168153,1995-08-18,1995-08-25,6
1425,1995-08-21,0.00301678126038,1995-08-21,1995-08-28,6
1426,1995-08-22,0.00293541346799,1995-08-22,1995-08-29,6
1427,1995-08-23,0.00285451066384,1995-08-23,1995-08-30,6
1428,1995-08-24,0.00194390894688,1995-08-24,1995-08-31,6
1429,1995-08-25,0.00204716480005,1995-08-25,1995-09-01,6
1430,1995-08-28,0.00342610331582,1995-08-28,1995-09-05,6
1431,1995-08-29,0.00284898292889,1995-08-29,1995-09-06,6
1432,1995-08-30,0.00303099682892,1995-08-30,1995-09-07,6
1433,1995-08-31,0.00299111509214,1995-08-31,1995-09-08,6
1434,1995-09-01,0.00292037300969,1995-09-01,1995-09-11,6
1435,1995-09-05,0.00294331336375,1995-09-05,1995-09-12,6
1436,1995-09-06,0.00154932011029,1995-09-06,1995-09-13,6
1437,1995-09-07,0.00248593280843,1995-09-07,1995-09-14,6
1438,1995-09-08,0.00265424074396,1995-09-08,1995-09-15,6
1439,1995-09-11,0.00317433411838,1995-09-11,1995-09-18,6
1440,1995-09-12,0.00316443066043,1995-09-12,1995-09-19,6
1441,1995-09-13,0.00315399709114,1995-09-13,1995-09-20,6
1442,1995-09-14,0.00463187793928,1995-09-14,1995-09-21,6
1443,1995-09-15,0.00343483887917,1995-09-15,1995-09-22,6
1444,1995-09-18,0.00344421884713,1995-09-18,1995-09-25,6
1445,1995-09-19,0.00343784704255,1995-09-19,1995-09-26,6
1446,1995-09-20,0.00319981718625,1995-09-20,1995-09-27,6
1447,1995-09-21,0.00439053465239,1995-09-21,1995-09-28,6
1448,1995-09-22,0.00365030699659,1995-09-22,1995-09-29,6
1449,1995-09-25,0.00402895745039,1995-09-25,1995-10-02,6
1450,1995-09-26,0.00404884503821,1995-09-26,1995-10-03,6
1451,1995-09-27,0.00408794935601,1995-09-27,1995-10-04,6
1452,1995-09-28,0.00413430090561,1995-09-28,1995-10-05,6
1453,1995-09-29,0.00220822953856,1995-09-29,1995-10-06,6
1454,1995-10-02,0.00318249332111,1995-10-02,1995-10-09,6
1455,1995-10-03,0.00291305865899,1995-10-03,1995-10-10,6
1456,1995-10-04,0.00330915976115,1995-10-04,1995-10-11,6
1457,1995-10-05,0.00419548436007,1995-10-05,1995-10-12,6
1458,1995-10-06,0.0042226325321,1995-10-06,1995-10-13,6
1459,1995-10-09,0.00437529759385,1995-10-09,1995-10-16,6
1460,1995-10-10,0.00344897113082,1995-10-10,1995-10-17,6
1461,1995-10-11,0.00307749761453,1995-10-11,1995-10-18,6
1462,1995-10-12,0.00323199529024,1995-10-12,1995-10-19,6
1463,1995-10-13,0.00417057794243,1995-10-13,1995-10-20,6
1464,1995-10-16,0.0045553204945,1995-10-16,1995-10-23,6
1465,1995-10-17,0.00444641463181,1995-10-17,1995-10-24,6
1466,1995-10-18,0.00452098923466,1995-10-18,1995-10-25,6
1467,1995-10-19,0.00535236472897,1995-10-19,1995-10-26,6
1468,1995-10-20,0.0052741374866,1995-10-20,1995-10-27,6
1469,1995-10-23,0.0061175816534,1995-10-23,1995-10-30,6
1470,1995-10-24,0.00604460460405,1995-10-24,1995-10-31,6
1471,1995-10-25,0.00630110635425,1995-10-25,1995-11-01,6
1472,1995-10-26,0.00652018690543,1995-10-26,1995-11-02,6
1473,1995-10-27,0.00389857854391,1995-10-27,1995-11-03,6
1474,1995-10-30,0.00472464655894,1995-10-30,1995-11-06,6
1475,1995-10-31,0.00487945840972,1995-10-31,1995-11-07,6
1476,1995-11-01,0.00535329049284,1995-11-01,1995-11-08,6
1477,1995-11-02,0.00529527511689,1995-11-02,1995-11-09,6
1478,1995-11-03,0.00439460493477,1995-11-03,1995-11-10,6
1479,1995-11-06,0.00441981797901,1995-11-06,1995-11-13,6
1480,1995-11-07,0.00467958663961,1995-11-07,1995-11-14,6
1481,1995-11-08,0.00504986542556,1995-11-08,1995-11-15,6
1482,1995-11-09,0.00435994423477,1995-11-09,1995-11-16,6
1483,1995-11-10,0.00449529540557,1995-11-10,1995-11-17,6
1484,1995-11-13,0.00521155140038,1995-11-13,1995-11-20,6
